"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","34","20/PUT /todos/{id} partial (200) @api","chromium","Mon Nov 03 19:15:12 UTC 2025","passed","Mon Nov 03 19:15:12 UTC 2025","POST /challenger @api","","",""
"","35","15/POST /todos (400) extra @api","chromium","Mon Nov 03 19:15:11 UTC 2025","passed","Mon Nov 03 19:15:11 UTC 2025","POST /challenger @api","","",""
"","37","05/GET /todos/{id} (200) @api","chromium","Mon Nov 03 19:15:11 UTC 2025","passed","Mon Nov 03 19:15:11 UTC 2025","POST /challenger @api","","",""
"","35","24/OPTIONS /todos (200) @api","chromium","Mon Nov 03 19:15:12 UTC 2025","passed","Mon Nov 03 19:15:12 UTC 2025","POST /challenger @api","","",""
"","35","07/GET /todos (200) ?filter @api","chromium","Mon Nov 03 19:15:11 UTC 2025","passed","Mon Nov 03 19:15:11 UTC 2025","POST /challenger @api","","",""
"","34","28/GET /todos (200) XML pref @api","chromium","Mon Nov 03 19:15:12 UTC 2025","passed","Mon Nov 03 19:15:12 UTC 2025","POST /challenger @api","","",""
"","32","27/GET /todos (200) ANY @api","chromium","Mon Nov 03 19:15:12 UTC 2025","passed","Mon Nov 03 19:15:12 UTC 2025","POST /challenger @api","","",""
"","34","11/POST /todos (400) title too long @api","chromium","Mon Nov 03 19:15:11 UTC 2025","passed","Mon Nov 03 19:15:11 UTC 2025","POST /challenger @api","","",""
"","36","13/POST /todos (201) max out content @api","chromium","Mon Nov 03 19:15:11 UTC 2025","passed","Mon Nov 03 19:15:11 UTC 2025","POST /challenger @api","","",""
"","34","10/POST /todos (400) doneStatus @api","chromium","Mon Nov 03 19:15:11 UTC 2025","passed","Mon Nov 03 19:15:11 UTC 2025","POST /challenger @api","","",""
"","34","16/PUT /todos/{id} (400) @api","chromium","Mon Nov 03 19:15:11 UTC 2025","passed","Mon Nov 03 19:15:11 UTC 2025","POST /challenger @api","","",""
"","37","23/DELETE /todos/{id} (200) @api","chromium","Mon Nov 03 19:15:12 UTC 2025","passed","Mon Nov 03 19:15:12 UTC 2025","POST /challenger @api","","",""
"","38","03/GET /todos (200) @api","chromium","Mon Nov 03 19:15:11 UTC 2025","passed","Mon Nov 03 19:15:11 UTC 2025","POST /challenger @api","","",""
"","32","25/GET /todos (200) XML @api","chromium","Mon Nov 03 19:15:12 UTC 2025","passed","Mon Nov 03 19:15:12 UTC 2025","POST /challenger @api","","",""
"","3746","Пользователь ищет статьи по тегу @ui","chromium","Mon Nov 03 19:15:30 UTC 2025","passed","Mon Nov 03 19:15:34 UTC 2025","Тест поиска по тегам @ui","","",""
"","45","06/GET /todos/{id} (404) @api","chromium","Mon Nov 03 19:15:11 UTC 2025","passed","Mon Nov 03 19:15:11 UTC 2025","POST /challenger @api","","",""
"","40","04/GET /todo (404) not plural @api","chromium","Mon Nov 03 19:15:11 UTC 2025","passed","Mon Nov 03 19:15:11 UTC 2025","POST /challenger @api","","",""
"","4188","Пользователь лайкает статью @ui","chromium","Mon Nov 03 19:15:23 UTC 2025","passed","Mon Nov 03 19:15:27 UTC 2025","Тесты статей @ui","","",""
"","35","17/POST /todos/{id} (200) @api","chromium","Mon Nov 03 19:15:11 UTC 2025","passed","Mon Nov 03 19:15:12 UTC 2025","POST /challenger @api","","",""
"","32","30/GET /todos (406) @api","chromium","Mon Nov 03 19:15:12 UTC 2025","passed","Mon Nov 03 19:15:12 UTC 2025","POST /challenger @api","","",""
"","3335","Пользователь выходит из аккаунта @ui","chromium","Mon Nov 03 19:15:27 UTC 2025","passed","Mon Nov 03 19:15:30 UTC 2025","Тест выхода из аккаунта @ui","","",""
"","34","19/PUT /todos/{id} full (200) @api","chromium","Mon Nov 03 19:15:12 UTC 2025","passed","Mon Nov 03 19:15:12 UTC 2025","POST /challenger @api","","",""
"","35","08/HEAD /todos (200) @api","chromium","Mon Nov 03 19:15:11 UTC 2025","passed","Mon Nov 03 19:15:11 UTC 2025","POST /challenger @api","","",""
"","5364","Пользователь редактирует статью @ui","chromium","Mon Nov 03 19:15:18 UTC 2025","passed","Mon Nov 03 19:15:23 UTC 2025","Тесты статей @ui","","",""
"","35","12/POST /todos (400) description too long @api","chromium","Mon Nov 03 19:15:11 UTC 2025","passed","Mon Nov 03 19:15:11 UTC 2025","POST /challenger @api","","",""
"","110","09/POST /todos (201) @api","chromium","Mon Nov 03 19:15:11 UTC 2025","passed","Mon Nov 03 19:15:11 UTC 2025","POST /challenger @api","","",""
"","32","26/GET /todos (200) JSON @api","chromium","Mon Nov 03 19:15:12 UTC 2025","passed","Mon Nov 03 19:15:12 UTC 2025","POST /challenger @api","","",""
"","34","18/POST /todos/{id} (404) @api","chromium","Mon Nov 03 19:15:12 UTC 2025","passed","Mon Nov 03 19:15:12 UTC 2025","POST /challenger @api","","",""
"","34","22/PUT /todos/{id} no amend id (400) @api","chromium","Mon Nov 03 19:15:12 UTC 2025","passed","Mon Nov 03 19:15:12 UTC 2025","POST /challenger @api","","",""
"","48","14/POST /todos (413) content too long @api","chromium","Mon Nov 03 19:15:11 UTC 2025","passed","Mon Nov 03 19:15:11 UTC 2025","POST /challenger @api","","",""
"","4598","Пользователь создает статью @ui","chromium","Mon Nov 03 19:15:12 UTC 2025","passed","Mon Nov 03 19:15:17 UTC 2025","Тесты статей @ui","","",""
"","33","21/PUT /todos/{id} no title (400) @api","chromium","Mon Nov 03 19:15:12 UTC 2025","passed","Mon Nov 03 19:15:12 UTC 2025","POST /challenger @api","","",""
"","67","02/GET /challenges (200) @api","chromium","Mon Nov 03 19:15:10 UTC 2025","passed","Mon Nov 03 19:15:10 UTC 2025","POST /challenger @api","","",""
"","34","29/GET /todos (200) no accept @api","chromium","Mon Nov 03 19:15:12 UTC 2025","passed","Mon Nov 03 19:15:12 UTC 2025","POST /challenger @api","","",""
